Column,Value,Count
respondent_id,0000413208,2840
loan_amount_000s,278.0,2836.0
applicant_income_000s,184.0,2836.0
loan_amount_000s,404.0,2835.0
loan_amount_000s,800.0,2823.0
loan_amount_000s,247.0,2819.0
census_tract_number,4.02,2818.0
applicant_income_000s,181.0,2815.0
number_of_owner_occupied_units,796.0,2813.0
loan_amount_000s,191.0,2810.0
loan_amount_000s,241.0,2805.0
loan_amount_000s,1.0,2804.0
loan_amount_000s,323.0,2796.0
loan_amount_000s,145.0,2795.0
number_of_1_to_4_family_units,1789.0,2790.0
respondent_id,33-0962918,2788
loan_amount_000s,407.0,2788.0
loan_amount_000s,243.0,2773.0
loan_amount_000s,316.0,2771.0
applicant_income_000s,186.0,2770.0
number_of_owner_occupied_units,1357.0,2769.0
census_tract_number,1.02,2768.0
number_of_owner_occupied_units,1344.0,2767.0
county_name,Mendocino County,2765
county_code,45.0,2765.0
applicant_income_000s,187.0,2764.0
loan_amount_000s,346.0,2760.0
loan_amount_000s,15.0,2759.0
number_of_owner_occupied_units,965.0,2758.0
loan_amount_000s,384.0,2756.0
applicant_income_000s,195.0,2750.0
respondent_id,0000024382,2749
applicant_income_000s,183.0,2748.0
loan_amount_000s,229.0,2745.0
loan_amount_000s,326.0,2745.0
loan_amount_000s,257.0,2743.0
loan_amount_000s,211.0,2742.0
loan_amount_000s,750.0,2740.0
loan_amount_000s,613.0,2739.0
loan_amount_000s,287.0,2732.0
loan_amount_000s,80.0,2732.0
county_code,103.0,2729.0
county_name,Tehama County,2729
number_of_owner_occupied_units,1202.0,2727.0
loan_amount_000s,422.0,2720.0
loan_amount_000s,203.0,2719.0
respondent_id,86-0634557,2716
respondent_id,27-1438405,2715
number_of_owner_occupied_units,1103.0,2713.0
loan_amount_000s,187.0,2710.0
loan_amount_000s,339.0,2709.0
loan_amount_000s,318.0,2705.0
applicant_income_000s,188.0,2702.0
loan_amount_000s,293.0,2700.0
minority_population,46.90999984741211,2698.0
loan_amount_000s,223.0,2686.0
number_of_owner_occupied_units,1108.0,2683.0
loan_amount_000s,40.0,2683.0
loan_amount_000s,396.0,2674.0
loan_amount_000s,303.0,2668.0
loan_amount_000s,366.0,2667.0
number_of_1_to_4_family_units,3050.0,2665.0
loan_amount_000s,382.0,2663.0
respondent_id,1635900004,2660
loan_amount_000s,279.0,2660.0
number_of_owner_occupied_units,993.0,2659.0
census_tract_number,5.01,2658.0
loan_amount_000s,274.0,2655.0
loan_amount_000s,337.0,2646.0
loan_amount_000s,209.0,2644.0
loan_amount_000s,489.0,2643.0
loan_amount_000s,199.0,2639.0
number_of_owner_occupied_units,998.0,2636.0
loan_amount_000s,168.0,2635.0
loan_amount_000s,152.0,2630.0
loan_amount_000s,373.0,2629.0
loan_amount_000s,251.0,2624.0
loan_amount_000s,110.0,2620.0
number_of_1_to_4_family_units,1661.0,2612.0
loan_amount_000s,262.0,2604.0
loan_amount_000s,246.0,2601.0
loan_amount_000s,222.0,2601.0
loan_amount_000s,207.0,2600.0
loan_amount_000s,362.0,2600.0
loan_amount_000s,393.0,2597.0
number_of_owner_occupied_units,1301.0,2595.0
loan_amount_000s,162.0,2590.0
loan_amount_000s,201.0,2586.0
loan_amount_000s,273.0,2586.0
loan_amount_000s,371.0,2585.0
loan_amount_000s,322.0,2585.0
loan_amount_000s,470.0,2584.0
loan_amount_000s,580.0,2580.0
loan_amount_000s,277.0,2579.0
loan_amount_000s,20.0,2572.0
loan_amount_000s,311.0,2572.0
loan_amount_000s,399.0,2571.0
loan_amount_000s,267.0,2571.0
number_of_1_to_4_family_units,3954.0,2568.0
population,13687.0,2568.0
number_of_owner_occupied_units,3313.0,2568.0
tract_to_msamd_income,146.27999877929688,2568.0
census_tract_number,213.22,2568.0
loan_amount_000s,177.0,2567.0
respondent_id,33-0834150,2562
census_tract_number,32.02,2558.0
loan_amount_000s,387.0,2551.0
applicant_income_000s,220.0,2546.0
loan_amount_000s,239.0,2545.0
applicant_income_000s,300.0,2543.0
loan_amount_000s,403.0,2541.0
loan_amount_000s,626.0,2541.0
number_of_owner_occupied_units,1536.0,2538.0
number_of_owner_occupied_units,1409.0,2526.0
number_of_owner_occupied_units,729.0,2523.0
number_of_owner_occupied_units,739.0,2523.0
loan_amount_000s,261.0,2521.0
respondent_id,46-2749358,2520
census_tract_number,10.03,2516.0
loan_amount_000s,488.0,2514.0
loan_amount_000s,186.0,2513.0
loan_amount_000s,625.0,2512.0
loan_amount_000s,253.0,2509.0
number_of_owner_occupied_units,1188.0,2507.0
number_of_owner_occupied_units,773.0,2504.0
applicant_income_000s,204.0,2499.0
number_of_1_to_4_family_units,1487.0,2496.0
number_of_owner_occupied_units,1008.0,2496.0
loan_amount_000s,510.0,2495.0
loan_amount_000s,227.0,2492.0
number_of_owner_occupied_units,1129.0,2492.0
applicant_income_000s,23.0,2492.0
loan_amount_000s,219.0,2490.0
loan_amount_000s,8.0,2488.0
applicant_income_000s,189.0,2485.0
number_of_owner_occupied_units,1061.0,2484.0
loan_amount_000s,237.0,2478.0
loan_amount_000s,351.0,2473.0
loan_amount_000s,289.0,2473.0
loan_amount_000s,302.0,2473.0
loan_amount_000s,217.0,2468.0
respondent_id,0002618780,2468
respondent_id,95-4539084,2464
number_of_1_to_4_family_units,1816.0,2463.0
loan_amount_000s,173.0,2461.0
loan_amount_000s,194.0,2460.0
loan_amount_000s,425.0,2458.0
loan_amount_000s,198.0,2458.0
loan_amount_000s,213.0,2456.0
number_of_owner_occupied_units,1009.0,2455.0
loan_amount_000s,630.0,2453.0
loan_amount_000s,183.0,2449.0
loan_amount_000s,271.0,2448.0
respondent_id,0000066584,2444
loan_amount_000s,620.0,2443.0
loan_amount_000s,269.0,2438.0
respondent_id,90-0186134,2437
applicant_income_000s,205.0,2437.0
loan_amount_000s,249.0,2434.0
census_tract_number,4.0,2433.0
applicant_income_000s,22.0,2432.0
census_tract_number,6.0,2428.0
loan_amount_000s,490.0,2428.0
applicant_income_000s,198.0,2426.0
number_of_1_to_4_family_units,1388.0,2421.0
loan_amount_000s,394.0,2417.0
loan_amount_000s,409.0,2411.0
loan_amount_000s,282.0,2411.0
loan_amount_000s,35.0,2407.0
applicant_income_000s,194.0,2405.0
respondent_id,0000112837,2404
loan_amount_000s,189.0,2403.0
loan_amount_000s,286.0,2402.0
number_of_1_to_4_family_units,1075.0,2400.0
applicant_income_000s,225.0,2398.0
applicant_income_000s,191.0,2397.0
number_of_owner_occupied_units,826.0,2396.0
number_of_owner_occupied_units,1078.0,2395.0
loan_amount_000s,5.0,2395.0
applicant_income_000s,193.0,2392.0
loan_amount_000s,347.0,2392.0
census_tract_number,10.0,2391.0
minority_population,68.27999877929688,2386.0
loan_amount_000s,202.0,2385.0
loan_amount_000s,193.0,2384.0
loan_amount_000s,361.0,2383.0
number_of_owner_occupied_units,841.0,2383.0
census_tract_number,35.0,2375.0
respondent_id,7516800003,2368
county_name,Amador County,2366
county_code,5.0,2366.0
loan_amount_000s,418.0,2366.0
loan_amount_000s,167.0,2363.0
number_of_owner_occupied_units,909.0,2362.0
loan_amount_000s,158.0,2361.0
respondent_id,52-2091594,2356
loan_amount_000s,369.0,2355.0
number_of_owner_occupied_units,780.0,2354.0
loan_amount_000s,178.0,2352.0
number_of_owner_occupied_units,1142.0,2352.0
loan_amount_000s,354.0,2343.0
number_of_1_to_4_family_units,1899.0,2336.0
respondent_id,0000068429,2330
loan_amount_000s,341.0,2326.0
loan_amount_000s,297.0,2323.0
number_of_owner_occupied_units,1048.0,2321.0
loan_amount_000s,359.0,2316.0
number_of_owner_occupied_units,916.0,2315.0
respondent_id,7674000006,2313
loan_amount_000s,414.0,2311.0
applicant_income_000s,196.0,2306.0
loan_amount_000s,157.0,2306.0
loan_amount_000s,153.0,2306.0
number_of_owner_occupied_units,1377.0,2305.0
loan_amount_000s,465.0,2299.0
respondent_id,20-4866754,2283
loan_amount_000s,283.0,2281.0
applicant_income_000s,197.0,2278.0
loan_amount_000s,307.0,2276.0
number_of_owner_occupied_units,1431.0,2276.0
number_of_owner_occupied_units,1053.0,2276.0
respondent_id,52-2354562,2271
number_of_owner_occupied_units,1678.0,2270.0
loan_amount_000s,900.0,2267.0
respondent_id,0000029209,2265
number_of_owner_occupied_units,2687.0,2265.0
respondent_id,20-5238443,2263
applicant_income_000s,216.0,2262.0
number_of_1_to_4_family_units,2645.0,2260.0
loan_amount_000s,343.0,2258.0
number_of_owner_occupied_units,782.0,2255.0
loan_amount_000s,357.0,2255.0
number_of_1_to_4_family_units,1778.0,2251.0
loan_amount_000s,147.0,2245.0
loan_amount_000s,291.0,2241.0
loan_amount_000s,455.0,2240.0
census_tract_number,23.01,2239.0
respondent_id,0000014384,2233
loan_amount_000s,317.0,2229.0
loan_amount_000s,327.0,2229.0
loan_amount_000s,164.0,2223.0
loan_amount_000s,301.0,2222.0
number_of_1_to_4_family_units,1355.0,2221.0
applicant_income_000s,199.0,2220.0
number_of_owner_occupied_units,637.0,2216.0
loan_amount_000s,374.0,2214.0
loan_amount_000s,142.0,2212.0
respondent_id,7667200009,2210
respondent_id,0000021122,2209
loan_amount_000s,530.0,2209.0
respondent_id,86-0860478,2208
number_of_1_to_4_family_units,1356.0,2207.0
loan_amount_000s,419.0,2207.0
census_tract_number,12.0,2204.0
number_of_owner_occupied_units,2216.0,2202.0
loan_amount_000s,115.0,2198.0
applicant_income_000s,215.0,2195.0
number_of_owner_occupied_units,674.0,2194.0
loan_amount_000s,90.0,2193.0
loan_amount_000s,128.0,2192.0
census_tract_number,1.0,2192.0
number_of_1_to_4_family_units,1538.0,2192.0
respondent_id,0000546571,2190
respondent_id,95-3821253,2188
loan_amount_000s,156.0,2185.0
number_of_owner_occupied_units,845.0,2184.0
respondent_id,46-5671661,2181
number_of_owner_occupied_units,997.0,2180.0
loan_amount_000s,169.0,2178.0
loan_amount_000s,367.0,2176.0
respondent_id,0542409990,2175
loan_amount_000s,570.0,2175.0
census_tract_number,7.0,2174.0
census_tract_number,8.0,2171.0
number_of_1_to_4_family_units,1908.0,2168.0
number_of_1_to_4_family_units,1157.0,2167.0
respondent_id,0202693054,2165
number_of_1_to_4_family_units,1485.0,2157.0
loan_amount_000s,476.0,2153.0
number_of_owner_occupied_units,1308.0,2153.0
loan_amount_000s,650.0,2150.0
loan_amount_000s,331.0,2149.0
census_tract_number,13.0,2149.0
number_of_1_to_4_family_units,1273.0,2148.0
number_of_owner_occupied_units,1207.0,2145.0
loan_amount_000s,163.0,2144.0
loan_amount_000s,148.0,2143.0
number_of_1_to_4_family_units,2096.0,2141.0
respondent_id,0000068366,2137
loan_amount_000s,179.0,2135.0
respondent_id,0000060793,2131
census_tract_number,52.06,2130.0
tract_to_msamd_income,165.9199981689453,2130.0
number_of_1_to_4_family_units,5820.0,2130.0
number_of_owner_occupied_units,1212.0,2130.0
number_of_owner_occupied_units,4063.0,2130.0
population,20783.0,2130.0
census_tract_number,5.02,2127.0
number_of_1_to_4_family_units,1102.0,2127.0
number_of_owner_occupied_units,1113.0,2123.0
loan_amount_000s,105.0,2123.0
number_of_owner_occupied_units,1192.0,2122.0
census_tract_number,15.0,2122.0
number_of_owner_occupied_units,1080.0,2121.0
respondent_id,0000023216,2119
applicant_income_000s,203.0,2118.0
loan_amount_000s,406.0,2117.0
respondent_id,84-1040263,2115
applicant_income_000s,201.0,2112.0
number_of_owner_occupied_units,1236.0,2112.0
loan_amount_000s,313.0,2110.0
number_of_1_to_4_family_units,1072.0,2108.0
number_of_1_to_4_family_units,1434.0,2107.0
number_of_owner_occupied_units,955.0,2107.0
number_of_owner_occupied_units,933.0,2102.0
number_of_owner_occupied_units,1218.0,2100.0
number_of_1_to_4_family_units,1010.0,2098.0
number_of_owner_occupied_units,1440.0,2091.0
loan_amount_000s,575.0,2089.0
loan_amount_000s,495.0,2089.0
tract_to_msamd_income,104.70999908447266,2089.0
loan_amount_000s,9.0,2086.0
applicant_income_000s,202.0,2078.0
loan_amount_000s,7.0,2075.0
applicant_income_000s,208.0,2074.0
number_of_owner_occupied_units,899.0,2072.0
number_of_1_to_4_family_units,1494.0,2070.0
minority_population,80.19999694824219,2067.0
number_of_owner_occupied_units,682.0,2066.0
loan_amount_000s,174.0,2063.0
census_tract_number,1.01,2062.0
census_tract_number,24.0,2056.0
respondent_id,3027509990,2056
number_of_owner_occupied_units,1259.0,2056.0
number_of_1_to_4_family_units,1248.0,2053.0
number_of_owner_occupied_units,1191.0,2052.0
number_of_1_to_4_family_units,1380.0,2046.0
minority_population,75.01000213623047,2045.0
number_of_owner_occupied_units,1000.0,2044.0
number_of_owner_occupied_units,989.0,2043.0
number_of_owner_occupied_units,1068.0,2039.0
number_of_1_to_4_family_units,1745.0,2031.0
number_of_owner_occupied_units,1398.0,2029.0
number_of_owner_occupied_units,883.0,2024.0
loan_amount_000s,143.0,2023.0
tract_to_msamd_income,127.19000244140624,2022.0
applicant_income_000s,230.0,2020.0
applicant_income_000s,20.0,2018.0
loan_amount_000s,1100.0,2016.0
loan_amount_000s,402.0,2010.0
census_tract_number,110.0,2009.0
number_of_1_to_4_family_units,1776.0,2006.0
number_of_1_to_4_family_units,984.0,2006.0
respondent_id,0002489805,2002
number_of_1_to_4_family_units,2164.0,2000.0
number_of_1_to_4_family_units,1368.0,1997.0
respondent_id,90-0790926,1995
number_of_owner_occupied_units,781.0,1995.0
number_of_owner_occupied_units,1399.0,1993.0
census_tract_number,7.02,1991.0
loan_amount_000s,379.0,1991.0
population,6556.0,1991.0
number_of_owner_occupied_units,1755.0,1991.0
loan_amount_000s,197.0,1989.0
number_of_owner_occupied_units,809.0,1989.0
loan_amount_000s,144.0,1988.0
number_of_owner_occupied_units,1211.0,1988.0
number_of_owner_occupied_units,4532.0,1987.0
number_of_1_to_4_family_units,6458.0,1987.0
tract_to_msamd_income,187.02999877929688,1987.0
population,22157.0,1987.0
minority_population,60.04999923706055,1987.0
loan_amount_000s,485.0,1985.0
applicant_income_000s,207.0,1985.0
number_of_owner_occupied_units,1146.0,1985.0
loan_amount_000s,389.0,1984.0
loan_amount_000s,647.0,1983.0
minority_population,33.72999954223633,1983.0
number_of_owner_occupied_units,2094.0,1982.0
number_of_owner_occupied_units,1700.0,1981.0
number_of_owner_occupied_units,1355.0,1979.0
minority_population,85.58999633789062,1979.0
loan_amount_000s,321.0,1978.0
census_tract_number,38.04,1978.0
number_of_owner_occupied_units,761.0,1975.0
tract_to_msamd_income,149.89999389648438,1973.0
census_tract_number,4.01,1973.0
number_of_owner_occupied_units,1516.0,1972.0
number_of_1_to_4_family_units,3906.0,1972.0
applicant_income_000s,206.0,1970.0
number_of_owner_occupied_units,770.0,1970.0
number_of_owner_occupied_units,1271.0,1970.0
number_of_owner_occupied_units,692.0,1970.0
number_of_1_to_4_family_units,1942.0,1967.0
number_of_1_to_4_family_units,2086.0,1967.0
number_of_owner_occupied_units,746.0,1963.0
number_of_owner_occupied_units,1417.0,1961.0
respondent_id,65-1059543,1960
loan_amount_000s,70.0,1957.0
number_of_owner_occupied_units,1154.0,1956.0
number_of_owner_occupied_units,833.0,1953.0
census_tract_number,8.01,1949.0
respondent_id,56-2471041,1949
minority_population,44.88999938964844,1948.0
applicant_income_000s,211.0,1947.0
loan_amount_000s,137.0,1944.0
loan_amount_000s,166.0,1943.0
loan_amount_000s,397.0,1938.0
number_of_owner_occupied_units,1180.0,1936.0
number_of_owner_occupied_units,1060.0,1933.0
number_of_1_to_4_family_units,2675.0,1932.0
number_of_1_to_4_family_units,1826.0,1928.0
number_of_owner_occupied_units,1899.0,1928.0
number_of_owner_occupied_units,4571.0,1927.0
number_of_owner_occupied_units,972.0,1927.0
number_of_owner_occupied_units,1386.0,1927.0
population,19564.0,1927.0
number_of_1_to_4_family_units,5270.0,1927.0
census_tract_number,170.3,1927.0
tract_to_msamd_income,196.75,1927.0
loan_amount_000s,468.0,1926.0
number_of_owner_occupied_units,1141.0,1926.0
number_of_owner_occupied_units,1263.0,1924.0
applicant_income_000s,209.0,1921.0
number_of_owner_occupied_units,711.0,1921.0
number_of_1_to_4_family_units,1013.0,1919.0
number_of_1_to_4_family_units,1554.0,1919.0
loan_amount_000s,504.0,1918.0
census_tract_number,61.0,1918.0
number_of_owner_occupied_units,985.0,1917.0
number_of_owner_occupied_units,1674.0,1917.0
number_of_owner_occupied_units,865.0,1915.0
number_of_owner_occupied_units,2081.0,1915.0
loan_amount_000s,6.0,1915.0
applicant_income_000s,21.0,1915.0
population,5750.0,1914.0
denial_reason_2,7.0,1913.0
denial_reason_name_2,Credit application incomplete,1913
loan_amount_000s,154.0,1913.0
number_of_owner_occupied_units,848.0,1912.0
loan_amount_000s,132.0,1911.0
number_of_owner_occupied_units,1324.0,1910.0
number_of_1_to_4_family_units,1159.0,1902.0
loan_amount_000s,377.0,1902.0
number_of_owner_occupied_units,1199.0,1901.0
loan_amount_000s,635.0,1899.0
loan_amount_000s,181.0,1897.0
respondent_id,20-8006279,1894
number_of_owner_occupied_units,981.0,1894.0
number_of_1_to_4_family_units,1087.0,1893.0
number_of_owner_occupied_units,1330.0,1893.0
loan_amount_000s,85.0,1893.0
number_of_owner_occupied_units,1200.0,1892.0
number_of_owner_occupied_units,1573.0,1891.0
population,6158.0,1890.0
number_of_owner_occupied_units,1249.0,1889.0
number_of_owner_occupied_units,1238.0,1886.0
